conhecimento,item,tipoembalagem,quantidade,marca,contramarca,tipobloqueio1,motivobloqueio1,justificativabloqueio1,cpfresponsavelbloqueio1,nomeresponsavelbloqueio1,databloqueio1,horabloqueio1,desbloqueadopelotransportador1,cpfresponsaveldesbloqueio1,nomeresponsaveldesbloqueio1,datadesbloqueio1,horadesbloqueio1,justificativadesbloqueio1,tipobloqueio2,motivobloqueio2,justificativabloqueio2,cpfresponsavelbloqueio2,nomeresponsavelbloqueio2,databloqueio2,horabloqueio2,desbloqueadopelotransportador2,cpfresponsaveldesbloqueio2,nomeresponsaveldesbloqueio2,datadesbloqueio2,horadesbloqueio2,justificativadesbloqueio2,tipobloqueio3,motivobloqueio3,justificativabloqueio3,cpfresponsavelbloqueio3,nomeresponsavelbloqueio3,databloqueio3,horabloqueio3,desbloqueadopelotransportador3,cpfresponsaveldesbloqueio3,nomeresponsaveldesbloqueio3,datadesbloqueio3,horadesbloqueio3,justificativadesbloqueio3,tipobloqueio4,motivobloqueio4,justificativabloqueio4,cpfresponsavelbloqueio4,nomeresponsavelbloqueio4,databloqueio4,horabloqueio4,desbloqueadopelotransportador4,cpfresponsaveldesbloqueio4,nomeresponsaveldesbloqueio4,datadesbloqueio4,horadesbloqueio4,justificativadesbloqueio4,quantidadebloqueiosativos,quantidadebloqueiosinativos,indicadorhistoricobloqueio,indicadorhistoricopedidoretificacao,pesobrutoitem(kg),volumeitem(m3),codigomercadoriaperigosa,codigoclassemercadoriaperigosa
151707132827868,0007,caixa de outros materiais,0000001,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000002830,000","0000000010,240",,
151707132864208,0005,caixa de outros materiais,0000001,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000707,000","0000000000,810",,
151707132864208,0006,pallets,0000001,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000001,800",,
151707132864208,0007,caixa de outros materiais,0000001,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000002830,000","0000000010,240",,
151707132864399,0005,caixa de outros materiais,0000001,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000707,000","0000000000,810",,
151707132864399,0006,peca,0000001,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000002830,000","0000000010,240",,
151707132864399,0007,peca,0000001,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000001,800",,
151707133553923,0001,outros,0000001,jax machinery comercio equip locacao e transp ltda,spare parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000006000,000","0000000013,328",,
151707133558305,0001,outros,0000001,cons em proj logisticos - incopro do brasil ltda,spare parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000007060,000","0000000006,776",,
151707133560113,0001,outros,0000002,aurum freight international ltda,spare parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000007000,000","0000000015,740",,
151707133581382,0001,peca,0000018,utc,counterweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000094050,000","0000000067,745",,
151707133558216,0001,outros,0000005,aurum freight international ltda,spare parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000017500,000","0000000039,350",,
151707133064302,0002,outros,0000003,mac cargo,pallet with fiece forged steel back up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000155585,370","0000000059,064",,
151707132967104,0002,outros,0000007,embraer,fuselage and wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000022280,000","0000000540,223",,
151707132966809,0002,outros,0000002,fox cargo,piezas - reductor veloc. planetario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000056200,000","0000000049,352",,
151707127248901,0001,outros,0000132,rotor blade e70/4,flange e70/4 model grey grp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000407937,600","0000000000,000",,
151707137208724,0001,pacote,0000040,transformer and acessories,transformer and acessories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000071241,000","0000000097,920",,
151707137198664,0001,caixa de outros materiais,0000002,plywood,plywood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000163000,000","0000000197,116",,
151707137834838,0001,fardo,0004309,fibria 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"008618000,000","0000000000,000",,
151707137865393,0001,fardo,0000196,fibria 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000392000,000","0000000000,000",,
151707137875003,0001,fardo,0005339,fibria 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"010678000,000","0000000000,000",,
151707137639385,0001,outros,0000026,made in brasil siemens ltda,made in brasil siemens ltda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000330152,000","0000000499,990",2.2,1002
151707137638737,0001,outros,0000001,fis saf no. 1,fis saf no. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000054400,000","0000000055,744",,
151707137638737,0002,outros,0000001,fis saf no. 2,fis saf no. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000016200,000","0000000037,990",,
151707137638818,0001,outros,0000006,prasa project,prasa project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000223500,000","0000001591,160",,
151707137638907,0001,outros,0000009,prasa project,prasa project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001499,990","0000000012,003",,
151707136440330,0001,fardo,0001000,eldorado 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"002000000,000","0000000000,000",,
151707136468420,0001,fardo,0001000,eldorado 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"002000000,000","0000000000,000",,
151707136469907,0001,fardo,0001000,eldorado 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"002000000,000","0000000000,000",,
151707136476105,0001,fardo,0001000,eldorado 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"002000000,000","0000000000,000",,
151707136480552,0001,fardo,0001000,eldorado 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"002000000,000","0000000000,000",,
151707136484892,0001,fardo,0000500,eldorado 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"001000000,000","0000000000,000",,
151707136494189,0001,fardo,0000500,eldorado 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"001000000,000","0000000000,000",,
151707136500251,0001,fardo,0000020,eldorado 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000040000,000","0000000000,000",,
151707136497013,0001,fardo,0000535,eldorado 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"001070000,000","0000000000,000",,
151707136838295,0001,fardo,0000601,fibria 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"001202000,000","0000000000,000",,
151707136848339,0001,fardo,0000375,fibria 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000750000,000","0000000000,000",,
151707136856277,0001,fardo,0000265,fibria 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000530000,000","0000000000,000",,
151707136857400,0001,fardo,0000554,fibria 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"001108000,000","0000000000,000",,
151707136884807,0001,fardo,0001754,fibria 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"003508000,000","0000000000,000",,
151707136433201,0001,fardo,0000525,eldorado 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"001050000,000","0000000000,000",,
151707136426850,0001,fardo,0000525,eldorado 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"001050000,000","0000000000,000",,
151707136427660,0001,fardo,0001000,eldorado 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"002000000,000","0000000000,000",,
151707136428984,0001,fardo,0000525,eldorado 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"001050000,000","0000000000,000",,
151707138578789,0001,fardo,0000150,eldorado 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000300000,000","0000000000,000",,
151707138582387,0001,fardo,0000830,eldorado 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"001660000,000","0000000000,000",,
151707136892745,0001,fardo,0001250,fibria 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"002500000,000","0000000000,000",,
151707144052378,0001,fardo,0001881,fibria 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"003762000,000","0000000000,000",,
151707141032147,0001,fardo,0001000,eldorado 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"002000000,000","0000000000,000",,
151707141034352,0001,fardo,0001000,eldorado 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"002000000,000","0000000000,000",,
151707141035162,0001,fardo,0001000,eldorado 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"002000000,000","0000000000,000",,
151707141037610,0001,fardo,0000500,eldorado 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"001000000,000","0000000000,000",,
151707141042452,0001,fardo,0001000,eldorado 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"002000000,000","0000000000,000",,
151707141045630,0001,fardo,0000500,eldorado 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"001000000,000","0000000000,000",,
151707139706748,0001,fardo,0000050,fibria 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000100000,000","0000000000,000",,
151707139707710,0001,fardo,0002500,fibria 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"005000000,000","0000000000,000",,
151707139708872,0001,fardo,0000500,fibria 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"001000000,000","0000000000,000",,
151707139787489,0001,fardo,0000500,fibria 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"001000000,000","0000000000,000",,
151707139799495,0001,fardo,0002500,fibria 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"005000000,000","0000000000,000",,
151707139800922,0001,fardo,0002500,fibria 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"005000000,000","0000000000,000",,
151707141962985,0001,pallets,0000001,caterpillar brasil ltda.,pallet blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001090,000","0000000002,730",,
151707141904942,0001,caixa de outros materiais,0000001,caterpillar brasil ltda.,(one) box accugrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000057,000","0000000000,150",,
151707141904942,0002,caixa de outros materiais,0000001,caterpillar brasil ltda.,(one) box grab handles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000056,000","0000000000,180",,
151707141904942,0003,caixa de outros materiais,0000001,caterpillar brasil ltda.,(one) box installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000707,000","0000000000,810",,
151707141904942,0004,outros,0000001,caterpillar brasil ltda.,(one) piece blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000003540,000","0000000010,650",,
151707141904942,0005,pallets,0000001,caterpillar brasil ltda.,(one) pallet push arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000001,800",,
151707141904942,0006,caixa de outros materiais,0000001,caterpillar brasil ltda.,(one) box installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000707,000","0000000000,810",,
151707141904942,0007,pallets,0000001,caterpillar brasil ltda.,(one) pallet push arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000001,800",,
151707141904942,0008,outros,0000001,caterpillar brasil ltda.,(one) piece blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000003540,000","0000000010,650",,
151707141904942,0009,caixa de outros materiais,0000001,caterpillar brasil ltda.,(one) box grab handles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000056,000","0000000000,180",,
151707141906309,0001,outros,0000001,caterpillar brasil ltda.,(one) piece blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000003540,000","0000000010,820",,
151707141906309,0002,caixa de outros materiais,0000001,caterpillar brasil ltda.,(one) box installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000707,000","0000000000,810",,
151707141906309,0003,caixa de outros materiais,0000001,caterpillar brasil ltda.,(one) box grab handles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000056,000","0000000000,180",,
151707141906309,0004,caixa de outros materiais,0000001,caterpillar brasil ltda.,(one) box accugrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000057,000","0000000000,150",,
151707141906309,0005,pallets,0000001,caterpillar brasil ltda.,(one) pallet push arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000001,800",,
151707141905400,0001,caixa de outros materiais,0000001,caterpillar brasil ltda.,(one) box installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000707,000","0000000000,810",,
151707141905400,0002,caixa de outros materiais,0000001,caterpillar brasil ltda.,(one) box grab handles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000056,000","0000000000,180",,
151707141905400,0003,outros,0000001,caterpillar brasil ltda.,(one) piece blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000003540,000","0000000010,650",,
151707141905400,0004,pallets,0000001,caterpillar brasil ltda.,(one) pallet push arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000001,800",,
151707141254123,0001,outros,0000561,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"001122000,000","0000000000,000",,
151707141254204,0001,outros,0000310,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000620000,000","0000000000,000",,
151707143435419,0001,outros,0003500,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"007000000,000","0000000000,000",,
151707141404036,0001,pallets,0000001,caterpillar brasil ltda,6rtyh-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001090,000","0000000000,000",,
151707141404117,0001,caixa de outros materiais,0000001,metso brasil industria e comercio ltda,hp400sor0132-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000730,000","0000000000,000",,
151707141404117,0002,caixa de outros materiais,0000001,metso brasil industria e comercio ltda,hp400sor0132-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001240,000","0000000000,000",,
151707141404117,0003,peca,0000001,metso brasil industria e comercio ltda,hp400sor0132-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000021000,000","0000000000,000",,
151707141404206,0001,pallets,0000001,caterpillar brasil ltda,6rfwh-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000002110,000","0000000000,000",,
151707141404974,0001,pallets,0000001,volvo do brasil veiculos ltda -,vce0l70feh0072442a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000525,000","0000000000,000",,
151707141405199,0003,caixa de outros materiais,0000001,cnh industrial brasil ltda - 01.844.555/0028-00,prcy8800hhpa03327b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001800,000","0000000000,000",,
151707141405199,0004,caixa de outros materiais,0000001,cnh industrial brasil ltda - 01.844.555/0028-00,prcy8800hhpa03327a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000002900,000","0000000000,000",,
151707141405199,0005,caixa de outros materiais,0000001,cnh industrial brasil ltda - 01.844.555/0028-00,prcy8800hhpa03326b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001800,000","0000000000,000",,
151707141405199,0006,caixa de outros materiais,0000001,cnh industrial brasil ltda - 01.844.555/0028-00,prcy8800hhpa03326a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000002900,000","0000000000,000",,
151707141405270,0002,peca,0000001,komatsu do brasil ltda. cnpj: 44.410.199/0001-00,kmt0d129lhbb60412a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001335,000","0000000000,000",,
151707141405350,0003,peca,0000001,caterpillar brasil ltda,6lsjz-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000052,000","0000000000,000",,
151707141405350,0004,peca,0000001,caterpillar brasil ltda,6lsjy-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000052,000","0000000000,000",,
151707141405350,0005,pallets,0000001,caterpillar brasil ltda,6lsjz-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000056,000","0000000000,000",,
151707141405350,0006,pallets,0000001,caterpillar brasil ltda,6lsjy-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000056,000","0000000000,000",,
151707141405350,0007,caixa de outros materiais,0000001,caterpillar brasil ltda,6lsjz-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000890,000","0000000000,000",,
151707141405350,0008,caixa de outros materiais,0000001,caterpillar brasil ltda,6lsjy-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000890,000","0000000000,000",,
151707141405350,0009,caixa de outros materiais,0000001,caterpillar brasil ltda,6lsjy-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000003540,000","0000000000,000",,
151707141405350,0010,caixa de outros materiais,0000001,caterpillar brasil ltda,6lsjz-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000003540,000","0000000000,000",,
151707141405350,0011,caixa de outros materiais,0000001,caterpillar brasil ltda,6lsjz-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000000,000",,
151707141405350,0012,caixa de outros materiais,0000001,caterpillar brasil ltda,6lsjy-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000000,000",,
151707141405512,0001,peca,0000001,komatsu do brasil ltda. cnpj: 44.410.199/0001-00,kmt0d129chbb60406a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001335,000","0000000000,000",,
151707141405512,0002,peca,0000001,komatsu do brasil ltda. cnpj: 44.410.199/0001-00,kmt0d129chbb60415a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001335,000","0000000000,000",,
151707141405512,0003,peca,0000001,komatsu do brasil ltda. cnpj: 44.410.199/0001-00,kmt0d129hhbb60413a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001335,000","0000000000,000",,
151707141405512,0004,peca,0000001,komatsu do brasil ltda. cnpj: 44.410.199/0001-00,kmt0d129ehbb60414a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001335,000","0000000000,000",,
151707141405601,0003,peca,0000001,komatsu do brasil ltda. cnpj: 44.410.199/0001-00,kmt0d129vhbb60407a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001335,000","0000000000,000",,
151707141405601,0004,peca,0000001,komatsu do brasil ltda. cnpj: 44.410.199/0001-00,kmt0d129thbb60416a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001335,000","0000000000,000",,
151707141407051,0009,pallets,0000001,cnh industrial brasil ltda - 01.844.555/0026-30,jhfy5130phjg08546-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000000,000",,
151707141407051,0010,pallets,0000001,cnh industrial brasil ltda - 01.844.555/0026-30,jhfy5130thjg08240-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000930,000","0000000000,000",,
151707141407051,0013,caixa de outros materiais,0000001,cnh industrial brasil ltda - 01.844.555/0026-30,jhfy5130thjg08240-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000358,500","0000000000,000",,
151707141407051,0014,caixa de outros materiais,0000001,cnh industrial brasil ltda - 01.844.555/0026-30,jhfy5130thjg08240-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000148,000","0000000000,000",,
151707141407051,0015,caixa de outros materiais,0000001,cnh industrial brasil ltda - 01.844.555/0026-30,jhfy5130thjg08240-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000245,000","0000000000,000",,
151707141407051,0016,caixa de outros materiais,0000001,cnh industrial brasil ltda - 01.844.555/0026-30,jhfy5130phjg08546-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000245,000","0000000000,000",,
